scholarship_name,provider,field,state,Gender,Community,Religion,Education Qualification,Income,Annual-Percentage,amount,deadline,apply_link,eligible
Sports & Academics Scholarship 4316,Zilla Parishad,Pharmacy,Maharashtra,All,OBC,Christian,Class 10,Upto 2.5L,Above 60,"Rs 2,000/year",10/31,https://scholarships.gov.in,1
Rural Student Scholarship 4317,Zilla Parishad,Design,Maharashtra,Female,Minority,Sikh,Class 12,Upto 2.5L,60-70,"Rs 10,000/year",9/28,https://scholarships.gov.in,1
Women in STEM Scholarship 4318,District Collector Office,Education,Maharashtra,All,EWS,Christian,Undergraduate,No Limit,80-90,"Rs 1,500/year",12/28,https://scholarships.gov.in,1
Sports & Academics Scholarship 4319,NGO Foundation,All,Jammu & Kashmir,Male,EWS,All,Diploma,Upto 5L,70-80,"Rs 50,000/year",11/30,https://scholarships.gov.in,1
Single Parent Child Scholarship 4320,Trust Fund,Law,Madhya Pradesh,Female,General,All,Diploma,Upto 3.5L,50-60,"Rs 2,500/year",9/31,https://scholarships.gov.in,1
Sports & Academics Scholarship 4321,Zilla Parishad,Science,Arunachal Pradesh,Male,Minority,Sikh,Class 10,No Limit,60-70,"Rs 40,000/year",12/28,https://scholarships.gov.in,1
Backward Class Merit Award 4322,NGO Foundation,Computer Science,Delhi,All,OBC,Sikh,Undergraduate,Upto 5L,Above 75,"Rs 8,000/year",12/29,https://scholarships.gov.in,1
Best Student Award Scholarship 4323,State Education Board,Education,Maharashtra,All,OBC,Muslim,Class 10,Upto 2.5L,90-100,"Rs 1,000/year",12/29,https://scholarships.gov.in,1
Sports & Academics Scholarship 4324,Zilla Parishad,Agriculture,Tripura,Male,Minority,All,Class 10,Upto 8L,80-90,"Rs 15,000/year",10/29,https://scholarships.gov.in,1
Backward Class Merit Award 4325,NGO Foundation,Medical,Maharashtra,Male,All,Muslim,Undergraduate,No Limit,Above 75,"Rs 50,000/year",9/31,https://scholarships.gov.in,1
Single Parent Child Scholarship 4326,Zilla Parishad,Journalism,Jammu & Kashmir,Male,OBC,Muslim,Postgraduate,Upto 5L,80-90,"Rs 1,500/year",12/31,https://scholarships.gov.in,1
District Topper Scholarship 4327,NGO Foundation,Education,Uttar Pradesh,All,SC,All,Postgraduate,Upto 2.5L,50-60,"Rs 12,000/year",10/28,https://scholarships.gov.in,1
Backward Class Merit Award 4328,Trust Fund,Science,Bihar,All,Minority,Jain,Class 10,Upto 1L,90-100,"Rs 20,000/year",12/30,https://scholarships.gov.in,1
Single Parent Child Scholarship 4329,NGO Foundation,Law,Andhra Pradesh,Female,EWS,Muslim,Class 10,Upto 8L,50-60,"Rs 75,000/year",11/28,https://scholarships.gov.in,1
Backward Class Merit Award 4330,Trust Fund,Science,Goa,Male,ST,Hindu,Postgraduate,Upto 5L,Above 60,"Rs 8,000/year",12/30,https://scholarships.gov.in,1
First Generation Learner Award 4331,NGO Foundation,Biotechnology,Goa,Female,Minority,Hindu,Class 10,Upto 3.5L,70-80,"Rs 75,000/year",10/28,https://scholarships.gov.in,1
Academic Excellence Grant 4332,District Collector Office,All,Arunachal Pradesh,All,All,Sikh,Undergraduate,Upto 3.5L,Above 75,"Rs 60,000/year",10/29,https://scholarships.gov.in,1
Sports & Academics Scholarship 4333,NGO Foundation,Management,Tripura,Female,EWS,Buddhist,Class 10,Upto 5L,50-60,"Rs 50,000/year",11/30,https://scholarships.gov.in,1
District Topper Scholarship 4334,Trust Fund,Arts/Commerce,Karnataka,Female,SC,Sikh,Class 12,Upto 1L,Above 60,"Rs 18,000/year",10/30,https://scholarships.gov.in,1
Best Student Award Scholarship 4335,Trust Fund,Computer Science,Telangana,Female,ST,All,Postgraduate,Upto 5L,70-80,"Rs 30,000/year",11/28,https://scholarships.gov.in,1
Sports & Academics Scholarship 4336,District Collector Office,Arts/Commerce,Gujarat,All,EWS,Muslim,Diploma,No Limit,50-60,"Rs 35,000/year",12/31,https://scholarships.gov.in,1
First Generation Learner Award 4337,Zilla Parishad,Biotechnology,Jammu & Kashmir,Male,ST,Christian,Postgraduate,Upto 3.5L,50-60,"Rs 6,000/year",9/28,https://scholarships.gov.in,1
Rural Student Scholarship 4338,NGO Foundation,Computer Science,Sikkim,All,SC,Muslim,Diploma,Upto 5L,50-60,"Rs 12,000/year",10/31,https://scholarships.gov.in,1
District Topper Scholarship 4339,NGO Foundation,Arts/Commerce,Maharashtra,Male,ST,Buddhist,Diploma,No Limit,Above 75,"Rs 3,000/year",12/30,https://scholarships.gov.in,1
Academic Excellence Grant 4340,State Education Board,Management,Uttarakhand,Female,General,Hindu,Class 10,No Limit,90-100,"Rs 18,000/year",9/28,https://scholarships.gov.in,1
First Generation Learner Award 4341,State Education Board,All,Madhya Pradesh,Male,Minority,All,Class 10,Upto 1L,50-60,"Rs 18,000/year",11/28,https://scholarships.gov.in,1
District Topper Scholarship 4342,State Education Board,Architecture,Haryana,Female,EWS,Buddhist,Postgraduate,No Limit,80-90,"Rs 10,000/year",12/29,https://scholarships.gov.in,1
District Topper Scholarship 4343,NGO Foundation,All,Assam,All,EWS,Christian,PhD,Upto 8L,50-60,"Rs 8,000/year",10/30,https://scholarships.gov.in,1
Women in STEM Scholarship 4344,State Education Board,Architecture,Telangana,Male,All,Jain,Undergraduate,Upto 3.5L,80-90,"Rs 2,000/year",12/29,https://scholarships.gov.in,1
Women in STEM Scholarship 4345,NGO Foundation,Arts/Commerce,Jammu & Kashmir,All,ST,All,Postgraduate,Upto 1L,Above 60,"Rs 30,000/year",12/30,https://scholarships.gov.in,1
Best Student Award Scholarship 4346,Trust Fund,Science,Maharashtra,Female,OBC,Jain,Diploma,Upto 3.5L,60-70,"Rs 1,500/year",12/31,https://scholarships.gov.in,1
BPL Student Aid 4347,Zilla Parishad,Journalism,Punjab,Female,Minority,Sikh,Postgraduate,Upto 3.5L,90-100,"Rs 2,000/year",10/28,https://scholarships.gov.in,1
District Topper Scholarship 4348,District Collector Office,Architecture,Assam,All,Minority,Hindu,PhD,Upto 1L,90-100,"Rs 12,000/year",11/30,https://scholarships.gov.in,1
District Topper Scholarship 4349,District Collector Office,Engineering,Kerala,All,General,Muslim,Undergraduate,Upto 2.5L,70-80,"Rs 10,000/year",11/30,https://scholarships.gov.in,1
Rural Student Scholarship 4350,Trust Fund,Education,Manipur,Male,OBC,Jain,Class 10,Upto 8L,90-100,"Rs 25,000/year",9/28,https://scholarships.gov.in,1
Rural Student Scholarship 4351,District Collector Office,Education,Arunachal Pradesh,Female,OBC,Muslim,Diploma,Upto 5L,60-70,"Rs 1,500/year",12/28,https://scholarships.gov.in,1
Best Student Award Scholarship 4352,State Education Board,Design,Mizoram,Male,OBC,Jain,Undergraduate,Upto 8L,90-100,"Rs 1,500/year",9/28,https://scholarships.gov.in,1
Rural Student Scholarship 4353,NGO Foundation,Design,Jammu & Kashmir,All,OBC,Christian,Diploma,Upto 5L,60-70,"Rs 40,000/year",11/30,https://scholarships.gov.in,1
First Generation Learner Award 4354,NGO Foundation,Journalism,Rajasthan,Female,General,All,PhD,No Limit,60-70,"Rs 3,000/year",9/28,https://scholarships.gov.in,1
District Topper Scholarship 4355,District Collector Office,Arts/Commerce,Telangana,All,SC,All,PhD,Upto 1L,Above 75,"Rs 10,000/year",10/28,https://scholarships.gov.in,1
Backward Class Merit Award 4356,State Education Board,Science,Rajasthan,Female,General,Jain,PhD,No Limit,Above 75,"Rs 2,000/year",12/28,https://scholarships.gov.in,1
Backward Class Merit Award 4357,State Education Board,Engineering,Gujarat,Female,SC,Jain,PhD,Upto 3.5L,80-90,"Rs 75,000/year",11/31,https://scholarships.gov.in,1
Single Parent Child Scholarship 4358,NGO Foundation,Education,Jharkhand,Female,General,Muslim,PhD,Upto 1L,60-70,"Rs 5,000/year",9/30,https://scholarships.gov.in,1
Sports & Academics Scholarship 4359,Trust Fund,All,Madhya Pradesh,Male,ST,Muslim,PhD,Upto 8L,60-70,"Rs 40,000/year",12/31,https://scholarships.gov.in,1
Sports & Academics Scholarship 4360,Zilla Parishad,Computer Science,Mizoram,Female,ST,Jain,Undergraduate,Upto 8L,70-80,"Rs 1,000/year",10/30,https://scholarships.gov.in,1
Backward Class Merit Award 4361,District Collector Office,Pharmacy,Assam,Male,OBC,Sikh,Class 10,Upto 3.5L,90-100,"Rs 75,000/year",10/31,https://scholarships.gov.in,1
Rural Student Scholarship 4362,NGO Foundation,Science,Goa,Female,All,Muslim,Postgraduate,Upto 5L,Above 75,"Rs 25,000/year",10/29,https://scholarships.gov.in,1
Academic Excellence Grant 4363,Zilla Parishad,Computer Science,Jammu & Kashmir,Female,EWS,All,Class 10,Upto 5L,90-100,"Rs 8,000/year",12/28,https://scholarships.gov.in,1
Women in STEM Scholarship 4364,Trust Fund,Architecture,Arunachal Pradesh,All,SC,Buddhist,Postgraduate,Upto 5L,60-70,"Rs 75,000/year",12/28,https://scholarships.gov.in,1
Sports & Academics Scholarship 4365,NGO Foundation,Agriculture,Uttar Pradesh,Female,Minority,Christian,Undergraduate,Upto 1L,Above 75,"Rs 1,500/year",10/29,https://scholarships.gov.in,1
Women in STEM Scholarship 4366,District Collector Office,Design,Madhya Pradesh,All,EWS,Hindu,Class 12,Upto 8L,60-70,"Rs 12,000/year",12/28,https://scholarships.gov.in,1
Rural Student Scholarship 4367,State Education Board,Pharmacy,Maharashtra,All,EWS,Buddhist,Undergraduate,No Limit,70-80,"Rs 18,000/year",12/30,https://scholarships.gov.in,1
Backward Class Merit Award 4368,Trust Fund,Pharmacy,Gujarat,Female,All,Buddhist,PhD,No Limit,60-70,"Rs 20,000/year",10/29,https://scholarships.gov.in,1
Women in STEM Scholarship 4369,District Collector Office,Engineering,Punjab,Male,SC,Sikh,Class 10,Upto 1L,70-80,"Rs 1,000/year",11/31,https://scholarships.gov.in,1
Women in STEM Scholarship 4370,District Collector Office,Biotechnology,Tripura,All,General,All,PhD,No Limit,80-90,"Rs 3,000/year",12/30,https://scholarships.gov.in,1
Academic Excellence Grant 4371,State Education Board,Journalism,Andhra Pradesh,All,OBC,Hindu,Class 12,Upto 1L,Above 75,"Rs 3,000/year",10/30,https://scholarships.gov.in,1
Sports & Academics Scholarship 4372,Trust Fund,Science,Maharashtra,Male,SC,Hindu,PhD,Upto 1L,70-80,"Rs 75,000/year",9/30,https://scholarships.gov.in,1
Single Parent Child Scholarship 4373,District Collector Office,Management,Tamil Nadu,Female,EWS,Muslim,PhD,Upto 8L,70-80,"Rs 25,000/year",11/29,https://scholarships.gov.in,1
Sports & Academics Scholarship 4374,District Collector Office,Education,Kerala,Male,ST,Hindu,Postgraduate,Upto 5L,Above 75,"Rs 10,000/year",12/28,https://scholarships.gov.in,1
Backward Class Merit Award 4375,District Collector Office,Management,Haryana,Female,SC,All,Diploma,Upto 8L,80-90,"Rs 15,000/year",11/31,https://scholarships.gov.in,1
BPL Student Aid 4376,District Collector Office,Management,Chhattisgarh,All,All,Buddhist,Diploma,Upto 2.5L,90-100,"Rs 12,000/year",11/28,https://scholarships.gov.in,1
Best Student Award Scholarship 4377,District Collector Office,Arts/Commerce,Delhi,Female,EWS,Muslim,Class 12,Upto 5L,90-100,"Rs 75,000/year",11/28,https://scholarships.gov.in,1
First Generation Learner Award 4378,NGO Foundation,All,Gujarat,Male,SC,All,Postgraduate,Upto 5L,80-90,"Rs 2,500/year",10/30,https://scholarships.gov.in,1
Backward Class Merit Award 4379,District Collector Office,All,Telangana,Female,ST,Buddhist,Postgraduate,Upto 5L,60-70,"Rs 25,000/year",11/28,https://scholarships.gov.in,1
Best Student Award Scholarship 4380,Zilla Parishad,Arts/Commerce,Telangana,Female,EWS,Muslim,Undergraduate,Upto 5L,Above 75,"Rs 15,000/year",10/31,https://scholarships.gov.in,1
Backward Class Merit Award 4381,Trust Fund,All,Arunachal Pradesh,All,All,Buddhist,Diploma,No Limit,90-100,"Rs 5,000/year",9/30,https://scholarships.gov.in,1
Best Student Award Scholarship 4382,Zilla Parishad,Law,Meghalaya,All,EWS,Sikh,Class 10,Upto 3.5L,90-100,"Rs 3,000/year",10/31,https://scholarships.gov.in,1
Sports & Academics Scholarship 4383,State Education Board,Medical,Punjab,All,Minority,Muslim,PhD,Upto 5L,90-100,"Rs 30,000/year",12/29,https://scholarships.gov.in,1
Sports & Academics Scholarship 4384,Trust Fund,Design,Gujarat,All,ST,Hindu,PhD,Upto 2.5L,80-90,"Rs 1,000/year",9/31,https://scholarships.gov.in,1
Best Student Award Scholarship 4385,State Education Board,Law,Telangana,Male,OBC,Muslim,Class 12,Upto 3.5L,90-100,"Rs 2,000/year",10/31,https://scholarships.gov.in,1
Women in STEM Scholarship 4386,Trust Fund,Agriculture,Maharashtra,All,SC,Sikh,Diploma,Upto 8L,60-70,"Rs 1,500/year",10/29,https://scholarships.gov.in,1
BPL Student Aid 4387,Trust Fund,Engineering,Rajasthan,Male,SC,Sikh,Class 10,Upto 8L,90-100,"Rs 2,500/year",9/30,https://scholarships.gov.in,1
District Topper Scholarship 4388,Trust Fund,Computer Science,Punjab,Male,ST,Christian,Postgraduate,Upto 8L,90-100,"Rs 5,000/year",10/30,https://scholarships.gov.in,1
Rural Student Scholarship 4389,District Collector Office,Management,Manipur,Male,ST,Christian,Class 10,Upto 1L,60-70,"Rs 60,000/year",9/31,https://scholarships.gov.in,1
BPL Student Aid 4390,Trust Fund,All,Arunachal Pradesh,Male,All,Christian,PhD,Upto 8L,Above 60,"Rs 60,000/year",12/29,https://scholarships.gov.in,1
Sports & Academics Scholarship 4391,Zilla Parishad,Medical,Gujarat,Female,ST,Buddhist,Class 10,Upto 8L,90-100,"Rs 75,000/year",10/31,https://scholarships.gov.in,1
First Generation Learner Award 4392,State Education Board,Journalism,Tamil Nadu,Female,ST,All,Class 12,No Limit,50-60,"Rs 1,500/year",9/30,https://scholarships.gov.in,1
Backward Class Merit Award 4393,Zilla Parishad,Journalism,Kerala,All,Minority,Christian,Undergraduate,Upto 2.5L,80-90,"Rs 60,000/year",9/31,https://scholarships.gov.in,1
Backward Class Merit Award 4394,State Education Board,Engineering,Chhattisgarh,All,ST,Hindu,Diploma,Upto 3.5L,50-60,"Rs 6,000/year",11/30,https://scholarships.gov.in,1
BPL Student Aid 4395,State Education Board,Law,Odisha,Female,OBC,Christian,Postgraduate,Upto 1L,80-90,"Rs 2,000/year",9/28,https://scholarships.gov.in,1
Rural Student Scholarship 4396,Trust Fund,Design,Tripura,Male,Minority,All,Postgraduate,Upto 3.5L,Above 60,"Rs 2,000/year",10/28,https://scholarships.gov.in,1
District Topper Scholarship 4397,NGO Foundation,Agriculture,Tripura,Female,EWS,All,Undergraduate,Upto 5L,Above 60,"Rs 15,000/year",10/28,https://scholarships.gov.in,1
Backward Class Merit Award 4398,District Collector Office,Architecture,Punjab,Female,SC,Sikh,Postgraduate,Upto 2.5L,90-100,"Rs 10,000/year",12/28,https://scholarships.gov.in,1
Academic Excellence Grant 4399,NGO Foundation,Science,Gujarat,Male,EWS,Christian,Class 10,No Limit,Above 60,"Rs 2,000/year",10/30,https://scholarships.gov.in,1
Best Student Award Scholarship 4400,District Collector Office,Arts/Commerce,Uttarakhand,Male,All,Jain,Undergraduate,Upto 5L,90-100,"Rs 18,000/year",11/28,https://scholarships.gov.in,1
Backward Class Merit Award 4401,Trust Fund,Medical,Mizoram,Male,Minority,Jain,Class 10,Upto 8L,Above 60,"Rs 50,000/year",9/29,https://scholarships.gov.in,1
Backward Class Merit Award 4402,NGO Foundation,Engineering,Jharkhand,All,General,Sikh,PhD,Upto 8L,50-60,"Rs 75,000/year",10/29,https://scholarships.gov.in,1
Backward Class Merit Award 4403,District Collector Office,Science,Assam,Male,Minority,Buddhist,Diploma,Upto 8L,90-100,"Rs 1,500/year",12/31,https://scholarships.gov.in,1
First Generation Learner Award 4404,District Collector Office,Management,West Bengal,Female,General,Sikh,Postgraduate,Upto 3.5L,80-90,"Rs 25,000/year",9/31,https://scholarships.gov.in,1
Backward Class Merit Award 4405,Trust Fund,Engineering,Himachal Pradesh,Female,SC,Hindu,Class 12,Upto 3.5L,80-90,"Rs 1,000/year",10/31,https://scholarships.gov.in,1
BPL Student Aid 4406,Zilla Parishad,All,Manipur,Male,Minority,Sikh,Undergraduate,Upto 8L,70-80,"Rs 1,000/year",12/31,https://scholarships.gov.in,1
Women in STEM Scholarship 4407,District Collector Office,Science,Punjab,All,EWS,Buddhist,Diploma,Upto 3.5L,70-80,"Rs 5,000/year",10/31,https://scholarships.gov.in,1
Best Student Award Scholarship 4408,District Collector Office,Management,Haryana,Male,General,All,Undergraduate,Upto 1L,60-70,"Rs 1,000/year",10/28,https://scholarships.gov.in,1
First Generation Learner Award 4409,NGO Foundation,Engineering,Maharashtra,All,EWS,All,Postgraduate,Upto 8L,50-60,"Rs 1,000/year",11/28,https://scholarships.gov.in,1
First Generation Learner Award 4410,Zilla Parishad,Science,Himachal Pradesh,Male,OBC,Christian,Diploma,Upto 3.5L,Above 75,"Rs 50,000/year",11/28,https://scholarships.gov.in,1
Women in STEM Scholarship 4411,Zilla Parishad,Medical,Odisha,Female,EWS,Muslim,Postgraduate,Upto 5L,60-70,"Rs 2,500/year",12/29,https://scholarships.gov.in,1
Sports & Academics Scholarship 4412,District Collector Office,All,Meghalaya,All,OBC,Hindu,Postgraduate,Upto 1L,Above 60,"Rs 18,000/year",12/30,https://scholarships.gov.in,1
BPL Student Aid 4413,State Education Board,Biotechnology,Meghalaya,Female,SC,Muslim,Postgraduate,Upto 2.5L,Above 75,"Rs 2,000/year",9/29,https://scholarships.gov.in,1
Backward Class Merit Award 4414,Trust Fund,Medical,Uttar Pradesh,Female,Minority,Muslim,Class 12,No Limit,Above 75,"Rs 1,500/year",10/31,https://scholarships.gov.in,1
Rural Student Scholarship 4415,NGO Foundation,Science,Telangana,All,General,Jain,Class 12,Upto 1L,60-70,"Rs 18,000/year",12/28,https://scholarships.gov.in,1
Rural Student Scholarship 4416,NGO Foundation,Arts/Commerce,Gujarat,Female,SC,Christian,Undergraduate,Upto 1L,60-70,"Rs 20,000/year",9/29,https://scholarships.gov.in,1
Academic Excellence Grant 4417,NGO Foundation,Journalism,Tamil Nadu,All,EWS,Sikh,Diploma,Upto 1L,70-80,"Rs 60,000/year",10/30,https://scholarships.gov.in,1
Sports & Academics Scholarship 4418,District Collector Office,Medical,Tamil Nadu,Male,General,Muslim,Class 12,Upto 2.5L,Above 75,"Rs 75,000/year",10/28,https://scholarships.gov.in,1
BPL Student Aid 4419,District Collector Office,Science,Jammu & Kashmir,Male,SC,Buddhist,PhD,Upto 1L,Above 60,"Rs 3,000/year",10/29,https://scholarships.gov.in,1
Academic Excellence Grant 4420,Zilla Parishad,Journalism,Odisha,Male,OBC,Jain,Class 10,Upto 5L,90-100,"Rs 1,000/year",11/31,https://scholarships.gov.in,1
BPL Student Aid 4421,District Collector Office,Management,Odisha,Male,EWS,Buddhist,PhD,Upto 8L,90-100,"Rs 10,000/year",11/29,https://scholarships.gov.in,1
Academic Excellence Grant 4422,NGO Foundation,Biotechnology,Delhi,All,General,Christian,Postgraduate,Upto 2.5L,70-80,"Rs 2,500/year",11/28,https://scholarships.gov.in,1
Rural Student Scholarship 4423,Zilla Parishad,Architecture,Sikkim,Female,EWS,Buddhist,PhD,Upto 8L,80-90,"Rs 30,000/year",11/29,https://scholarships.gov.in,1
District Topper Scholarship 4424,District Collector Office,Education,Goa,All,ST,Sikh,Diploma,Upto 8L,80-90,"Rs 75,000/year",12/29,https://scholarships.gov.in,1
District Topper Scholarship 4425,Trust Fund,Management,Nagaland,Female,OBC,Sikh,Class 10,No Limit,50-60,"Rs 12,000/year",10/29,https://scholarships.gov.in,1
Best Student Award Scholarship 4426,NGO Foundation,Design,Himachal Pradesh,Female,SC,Jain,Undergraduate,Upto 1L,60-70,"Rs 1,000/year",10/31,https://scholarships.gov.in,1
Best Student Award Scholarship 4427,Zilla Parishad,Agriculture,Punjab,All,SC,Muslim,Diploma,No Limit,90-100,"Rs 10,000/year",12/30,https://scholarships.gov.in,1
Backward Class Merit Award 4428,Zilla Parishad,Agriculture,Mizoram,Female,EWS,Christian,Class 10,Upto 1L,70-80,"Rs 75,000/year",9/31,https://scholarships.gov.in,1
Women in STEM Scholarship 4429,NGO Foundation,Agriculture,Manipur,Male,EWS,Jain,Undergraduate,Upto 2.5L,50-60,"Rs 1,500/year",9/29,https://scholarships.gov.in,1
Best Student Award Scholarship 4430,District Collector Office,Arts/Commerce,Manipur,Male,ST,Sikh,Postgraduate,Upto 5L,90-100,"Rs 1,500/year",10/29,https://scholarships.gov.in,1
First Generation Learner Award 4431,Trust Fund,Law,Jharkhand,Male,General,Jain,Postgraduate,Upto 3.5L,Above 75,"Rs 8,000/year",10/31,https://scholarships.gov.in,1
First Generation Learner Award 4432,Zilla Parishad,Arts/Commerce,Nagaland,All,ST,Jain,Postgraduate,Upto 2.5L,50-60,"Rs 35,000/year",12/31,https://scholarships.gov.in,1
Rural Student Scholarship 4433,Zilla Parishad,Journalism,Arunachal Pradesh,Male,ST,Buddhist,Undergraduate,Upto 5L,Above 75,"Rs 1,500/year",10/30,https://scholarships.gov.in,1
Rural Student Scholarship 4434,District Collector Office,Agriculture,Chhattisgarh,All,SC,Jain,Class 12,Upto 8L,50-60,"Rs 35,000/year",11/29,https://scholarships.gov.in,1
Best Student Award Scholarship 4435,State Education Board,Medical,Karnataka,All,All,Muslim,Undergraduate,Upto 1L,80-90,"Rs 75,000/year",10/29,https://scholarships.gov.in,1
Academic Excellence Grant 4436,Trust Fund,Design,Jharkhand,All,EWS,Hindu,Class 10,Upto 5L,80-90,"Rs 3,000/year",9/28,https://scholarships.gov.in,1
Best Student Award Scholarship 4437,NGO Foundation,Engineering,Punjab,Female,ST,Jain,Diploma,Upto 8L,Above 75,"Rs 10,000/year",10/30,https://scholarships.gov.in,1
First Generation Learner Award 4438,Zilla Parishad,Agriculture,Tripura,Female,SC,Sikh,Class 12,Upto 1L,60-70,"Rs 75,000/year",11/30,https://scholarships.gov.in,1
Backward Class Merit Award 4439,Zilla Parishad,Computer Science,Meghalaya,Male,EWS,Jain,Undergraduate,Upto 8L,50-60,"Rs 10,000/year",11/29,https://scholarships.gov.in,1
Backward Class Merit Award 4440,NGO Foundation,Computer Science,Arunachal Pradesh,All,EWS,Buddhist,Class 12,Upto 5L,90-100,"Rs 25,000/year",10/30,https://scholarships.gov.in,1
District Topper Scholarship 4441,District Collector Office,Pharmacy,West Bengal,All,ST,Christian,PhD,Upto 2.5L,90-100,"Rs 35,000/year",12/29,https://scholarships.gov.in,1
BPL Student Aid 4442,Zilla Parishad,Law,Delhi,All,All,Hindu,Class 10,Upto 1L,Above 75,"Rs 3,000/year",9/31,https://scholarships.gov.in,1
First Generation Learner Award 4443,Trust Fund,All,Chhattisgarh,All,Minority,Buddhist,Diploma,Upto 5L,70-80,"Rs 40,000/year",12/31,https://scholarships.gov.in,1
Sports & Academics Scholarship 4444,District Collector Office,Law,Bihar,Female,Minority,Sikh,Class 10,Upto 8L,60-70,"Rs 50,000/year",10/31,https://scholarships.gov.in,1
Best Student Award Scholarship 4445,State Education Board,Computer Science,Kerala,Male,EWS,All,Postgraduate,No Limit,70-80,"Rs 25,000/year",10/31,https://scholarships.gov.in,1
Sports & Academics Scholarship 4446,State Education Board,Arts/Commerce,Rajasthan,All,Minority,All,PhD,Upto 8L,50-60,"Rs 40,000/year",12/29,https://scholarships.gov.in,1
BPL Student Aid 4447,Zilla Parishad,All,Odisha,All,Minority,Muslim,Undergraduate,Upto 5L,80-90,"Rs 2,500/year",9/29,https://scholarships.gov.in,1
District Topper Scholarship 4448,Zilla Parishad,All,Haryana,Female,OBC,Buddhist,Postgraduate,Upto 8L,60-70,"Rs 1,500/year",10/29,https://scholarships.gov.in,1
Best Student Award Scholarship 4449,Trust Fund,Agriculture,Nagaland,Female,SC,Jain,Diploma,Upto 1L,80-90,"Rs 50,000/year",12/31,https://scholarships.gov.in,1
Rural Student Scholarship 4450,District Collector Office,Management,Karnataka,Female,Minority,Buddhist,Class 12,Upto 8L,Above 60,"Rs 20,000/year",10/31,https://scholarships.gov.in,1
BPL Student Aid 4451,District Collector Office,Education,Bihar,All,OBC,All,Class 12,Upto 8L,70-80,"Rs 1,500/year",11/28,https://scholarships.gov.in,1
Best Student Award Scholarship 4452,Zilla Parishad,All,Karnataka,Female,ST,Jain,Class 10,Upto 3.5L,70-80,"Rs 20,000/year",9/29,https://scholarships.gov.in,1
BPL Student Aid 4453,Zilla Parishad,Management,Tripura,Male,General,Sikh,Postgraduate,Upto 2.5L,50-60,"Rs 1,500/year",12/28,https://scholarships.gov.in,1
Single Parent Child Scholarship 4454,Trust Fund,Law,Uttar Pradesh,Male,All,Christian,PhD,Upto 5L,80-90,"Rs 35,000/year",12/28,https://scholarships.gov.in,1
District Topper Scholarship 4455,Trust Fund,Science,Maharashtra,All,All,Hindu,PhD,Upto 3.5L,80-90,"Rs 50,000/year",11/30,https://scholarships.gov.in,1
Single Parent Child Scholarship 4456,NGO Foundation,Arts/Commerce,Meghalaya,Female,SC,All,Class 10,Upto 3.5L,Above 60,"Rs 3,000/year",11/30,https://scholarships.gov.in,1
First Generation Learner Award 4457,Trust Fund,Biotechnology,Jharkhand,Male,General,Buddhist,Undergraduate,Upto 1L,Above 75,"Rs 20,000/year",9/29,https://scholarships.gov.in,1
BPL Student Aid 4458,District Collector Office,Education,West Bengal,Male,EWS,Muslim,Class 12,Upto 2.5L,60-70,"Rs 3,000/year",9/28,https://scholarships.gov.in,1
Backward Class Merit Award 4459,State Education Board,Biotechnology,Telangana,All,OBC,Muslim,Diploma,Upto 8L,70-80,"Rs 18,000/year",12/31,https://scholarships.gov.in,1
Backward Class Merit Award 4460,Zilla Parishad,Agriculture,Gujarat,All,General,All,Undergraduate,Upto 2.5L,90-100,"Rs 2,500/year",11/30,https://scholarships.gov.in,1
Backward Class Merit Award 4461,Trust Fund,Computer Science,Punjab,Male,ST,Christian,Undergraduate,Upto 2.5L,70-80,"Rs 12,000/year",12/31,https://scholarships.gov.in,1
Backward Class Merit Award 4462,Zilla Parishad,All,Uttar Pradesh,All,All,Christian,PhD,Upto 3.5L,Above 60,"Rs 6,000/year",10/30,https://scholarships.gov.in,1
Women in STEM Scholarship 4463,State Education Board,Engineering,Jharkhand,Male,EWS,Buddhist,Postgraduate,Upto 1L,Above 60,"Rs 15,000/year",11/30,https://scholarships.gov.in,1
BPL Student Aid 4464,NGO Foundation,All,Haryana,Male,General,Jain,Class 12,Upto 1L,80-90,"Rs 8,000/year",12/31,https://scholarships.gov.in,1
Academic Excellence Grant 4465,State Education Board,Agriculture,Karnataka,Male,ST,Hindu,Class 12,Upto 3.5L,50-60,"Rs 75,000/year",11/31,https://scholarships.gov.in,1
First Generation Learner Award 4466,District Collector Office,Architecture,Meghalaya,Female,SC,All,Class 12,Upto 3.5L,Above 75,"Rs 75,000/year",10/30,https://scholarships.gov.in,1
First Generation Learner Award 4467,State Education Board,Management,Haryana,Male,Minority,Jain,Class 10,Upto 2.5L,70-80,"Rs 5,000/year",10/30,https://scholarships.gov.in,1
District Topper Scholarship 4468,Zilla Parishad,Agriculture,Andhra Pradesh,Male,All,Christian,Undergraduate,Upto 1L,Above 60,"Rs 18,000/year",11/31,https://scholarships.gov.in,1
Women in STEM Scholarship 4469,State Education Board,Education,Andhra Pradesh,All,All,Christian,PhD,Upto 3.5L,Above 75,"Rs 6,000/year",10/31,https://scholarships.gov.in,1
First Generation Learner Award 4470,District Collector Office,Design,Assam,Male,SC,Hindu,Undergraduate,No Limit,70-80,"Rs 8,000/year",9/31,https://scholarships.gov.in,1
