college_name,state,stream,ug_fee,pg_fee,rating,academic_score,placement_score,source,city,college_type
Blm Institute Of Technology And Management Sciences,Rajasthan,"B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering",244000,,,,,engineering_india,Rajota,Private
Vardey Devi Institute Of Engineering And Technology,Haryana,"B.Tech Electrical and Electronics Engineering, Diploma in Civil Engineering, Diploma in Mechanical Engineering, B.Tech Civil Engineering, B.Tech Computer Science Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, M.Tech Civil Engineering, M.Tech Mechanical Engineering",177444.4444,,,,,engineering_india,Julana,Private
Kc Institute Of Technology,Himachal Pradesh,"B.Tech Civil Engineering, B.Tech Mechanical Engineering, MBA, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering Lateral Entry, M.Tech Computer Science Engineering, M.Tech Mechanical Engineering",241666.6667,,,,,engineering_india,Pandoga,Private
Vindhya Institute Of Technology And Science,Chhattisgarh,"BE Mechanical Engineering, BE Computer Science and Engineering, BE Electrical Engineering, BE Electronics and Communication Engineering, Diploma in Electrical Engineering, Diploma in Mechanical Engineering, MCA, M.Tech Advance Production System, M.Tech Computer Science and Engineering, M.Tech Digital Communication",127600,,,,,engineering_india,Raipur,Private
Svs Educational Park,Uttar Pradesh,"B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, MBA, MCA",217857.1429,,,,,engineering_india,Meerut,Private
Rd Foundation Group Of Institutions,Uttar Pradesh,"MBA, B.Tech Mechanical Engineering, Diploma in Electrical and Electronics Engineering II Shift, Diploma in Mechanical Engineering II Shift, B.Tech Computer Science and Engineering, B.Tech Electrical and Electronics Engineering, B.Tech Civil Engineering, B.Tech Electronics and Communication Engineering",206066.6667,,,,,engineering_india,Ghaziabad,Private
Kls Institute Of Engineering And Technology,Uttar Pradesh,"B.Tech Civil Engineering, B.Tech Mechanical Engineering, Diploma in Mechanical Engineering Production II Shift, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, Diploma in Civil Engineering II Shift",188666.6667,,,,,engineering_india,Bijnor,Private
Kishan Institute Of Information Technology,Uttar Pradesh,"BCA, B.Com, BBA, MBA",80875,,,,,engineering_india,Meerut,Private
Bkr College Of Engineering And Technology,Tamil Nadu,"BE Electronics and Communication Engineering, BE Mechanical Engineering, BE Automobile Engineering, BE Biomedical Engineering, BE Civil Engineering, BE Computer Science Engineering, BE Electrical and Electronics Engineering, MBA, ME Electronics and Communication Engineering, ME Mechanical Engineering",147500,,,,,engineering_india,Thiruthani,Private
Babu Mohan Lal Arya Smarak Engineering College,Uttar Pradesh,"B.Tech Electronics and Communication Engineering, Electrical &amp; Electronics Engineering, Computer Science &amp; Engineering, Information Technology, Electronics &amp; Instrumentation Engineering",300000,,,,,engineering_india,Arsena,Private
Shekhawati Girls Engineering College,Rajasthan,"B.Tech Electronics and Communication Engineering, B.Tech Computer Science Engineering, B.Tech Electrical Engineering, B.Tech Information Technology",200000,,,,,engineering_india,Johar Ki Dhani,Private
Nri College Of Engineering And Management,Madhya Pradesh,"BE Electronics and Communication Engineering, BE Civil Engineering, BE Computer Science and Engineering, BE Mechanical Engineering",182000,,,,,engineering_india,Barauapichhore,Private
Rajahmundry Engineering College,Andhra Pradesh,"B.Tech Electronics and Communications Engineering, B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Electrical and Electronics Engineering, M.Tech Production Engineering, M.Tech VLSI and Embedded Systems",132571.4286,,,,,engineering_india,Rajahmundry,Private
Sv Institute Of Engineering And Technology,Telangana,"B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Electrical and Electronics Engineering, B.Tech Mechanical Engineering, M.Tech Computer Science Engineering, M.Tech Digital Electronics and Communication Systems, M.Tech Software Engineering, MBA",128444.4444,,,,,engineering_india,Moinabad,
Om Institute Of Technology,Gujarat,"BE Civil Engineering, BE Computer Engineering, BE Electrical Engineering, BE Electronics and Communication Engineering, BE Mechanical Engineering",164000,,,,,engineering_india,Jokha,Private
Kdgm'S Dr Uttamrao Mahajan Institute Of Engineering And Technology,Maharashtra,"Diploma in Civil Engineering, Diploma in Computer Engineering, Diploma in Electronics and Telecommunication Engineering, Diploma in Mechanical Engineering, Diploma in Automobile Engineering",81000,,,,,engineering_india,Chalisgaon,Private
Sdncres'S Late Narayandas Bhawandas Chhabada Institute Of Engineering And Technology,Maharashtra,"B.Tech Electronics and Telecommunication Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Computer Engineering, B.Tech Information Technology, MBA, M.Tech Computer Science Engineering, M.Tech Heat Power Engineering",218562.5,,,,,engineering_india,Satara,Private
Devraj Group'S Technical Campus,Punjab,"B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, Diploma in Civil Engineering II Shift, Diploma in Mechanical Engineering II Shift, MBA, MCA",129571.4286,,,,,engineering_india,Firozpur,Private
Mother Terasa College Of Engineering And Technology,Tamil Nadu,"BE Civil Engineering, BE Mechanical Engineering, BE Computer Science and Engineering, BE Electrical and Electronics Engineering, BE Electronics and Communication Engineering, ME Computer Science and Engineering, ME Manufacturing Engineering, ME Power System Engineering, ME Structural Engineering, ME VLSI Design",160000,,,,,engineering_india,Veerapatti,Private
Glocal School Of Science And Technology,Uttar Pradesh,"B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Petroleum Engineering, BCA, M.Tech Civil Engineering, M.Tech Computer Science and Engineering, M.Tech Electronics and Communication Engineering, M.Tech Mechanical Engineering, MCA, Ph.D Chemistry, Ph.D Civil Engineering, Ph.D Computer Application, Ph.D Computer Science and Engineering, Ph.D Electronics and Communication Engineering, Ph.D Mathematics, Ph.D Mechanical Engineering, Ph.D Physics",317473.6842,,,,,engineering_india,Saharanpur,Private
Shree Pandit Nathulalji Vyas Technical Campus,Gujarat,"B.Tech Civil Engineering, B.Tech Computer Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering, Diploma in Civil Engineering, Diploma in Electrical Engineering, Diploma in Mechanical Engineering, MBA",206571.4286,,,,,engineering_india,Surendranagar,Private
Maa Saraswati Institute Of Engineering And Technology,Haryana,"B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, BBA",210913.3333,,,,,engineering_india,Sampal,Private
Global Institute Of Architecture,Kerala,B.Arch,300000,,,,,engineering_india,Palakkad,Private
Sureya College Of Engineering,Tamil Nadu,"BE Civil Engineering, BE Computer Science and Engineering, BE Mechanical Engineering, BE Electrical and Electronics Engineering, BE Electronics and Communication Engineering",160000,,,,,engineering_india,Avaravelli R.F.,Private
Infinity Institute Of Technology,Uttar Pradesh,"Diploma in Electrical and Electronics Engineering, Diploma in Mechanical Engineering, B.Tech Civil Engineering, B.Tech Computer Science Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering",251714.2857,,,,,engineering_india,Allahabad,Private
Priyadarshini Institute Of Technology And Management,Andhra Pradesh,"MBA, B.Tech Civil Engineering, B.Tech Electronics and Communication Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical and Electronics Engineering, B.Tech Mechanical Engineering, Diploma in Civil Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Mechanical Engineering, M.Tech Power Systems, M.Tech Structural Engineering, M.Tech Computer Science and Engineering, M.Tech VLSI Design",126423.0769,,,,,engineering_india,Pulladigunta,Private
Universal College Of Engineering And Technology,Tamil Nadu,"BE Civil Engineering, BE Computer Science and Engineering, BE Electrical and Electronics Engineering, BE Electronics and Communications Engineering, BE Mechanical Engineering, ME Construction Engineering and Management, ME Thermal Engineering",160000,,,,,engineering_india,Therkku Valliyoor,Private
E-Max Group Of Institutions,Haryana,"MBA, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, MCA, M.Tech Electrical Engineering, M.Tech Mechanical Engineering, BBA, BCA",214152.7273,,,,,engineering_india,Janetpur,Private
Elizabeth College Of Engineering And Technology,Tamil Nadu,"B.Tech Civil Engineering, B.Tech Computer Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering",280000,,,,,engineering_india,Annamangalam,Private
Arifa Institute Of Technology,Tamil Nadu,"BE Civil Engineering, BE Computer Science and Engineering, BE Electrical and Electronics Engineering, BE Mechanical Engineering, BE Electronics and Communication Engineering",160000,,,,,engineering_india,Nagapattinam,Private
Jainee College Of Engineering And Technology,Tamil Nadu,"BE Civil Engineering, BE Mechanical Engineering, BE Computer Science and Engineering, BE Electrical and Electronics Engineering, BE Electronics and Communication Engineering",160000,,,,,engineering_india,Dindigul,Private
Nelliandavar Institute Of Technology,Tamil Nadu,"BE Mechanical Engineering, BE Civil Engineering, BE Computer Science and Engineering, BE Electronics and Communication Engineering",160000,,,,,engineering_india,Pudupalayam,Private
Vishnu Lakshmi College Of Engineering And Technology,Tamil Nadu,"BE Civil Engineering, BE Computer Science and Engineering, BE Electrical and Electronics Engineering, BE Electronics and Communication Engineering, BE Mechanical Engineering, ME Engineering Design, ME Structural Engineering",146666.6667,,,,,engineering_india,Coimbatore,Private
Ariyalur Engineering College,Tamil Nadu,"BE Civil Engineering, BE Computer Science and Engineering, BE Electrical and Electronics Engineering, BE Electronics and Communication Engineering, BE Mechanical Engineering",160000,,,,,engineering_india,Ariyalur,Private
Rajaas Engineering College,Tamil Nadu,"BE Mechanical Engineering, BE Aeronautical Engineering, BE Civil Engineering, BE Computer Science Engineering and Information Technology, BE Electrical and Electronics Engineering, BE Electronics and Communication Engineering, BE Electronics and Instrumentation Engineering, MBA, MCA, ME Aeronautical Engineering, ME Applied Electronics, ME Computer Science and Engineering, ME Construction Engineering and Management, ME Mechatronics Engineering, ME Power Electronics and Drives, ME Power System Engineering, ME Structural Engineering, ME VLSI Design, MCA Lateral Entry, ME Communication Systems",139444.4444,,,,,engineering_india,Adangarkulam,Private
Shri Usb College Of Engineering And Management,Rajasthan,"B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering",140000,,,,,engineering_india,Abu Road,Private
Universal Technical College,Rajasthan,"B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering",310000,,,,,engineering_india,Jaipur,Private
Bal Krishna Institute Of Technology,Rajasthan,"B.Tech Computer Science and Engineering, B.Tech Automobile Engineering, B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering",280000,,,,,engineering_india,Kherajagpura,Private
St Gregorios College Of Engineering,Kerala,"B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical and Electronics Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering",240000,,,,,engineering_india,Perla,Private
Swami Devi Dyal Institute Of Engineering,Punjab,"B.Tech Civil Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Information Technology, MBA, M.Tech Civil Engineering, M.Tech Computer Science and Engineering, M.Tech Electrical Engineering, M.Tech Electronics & Communication Engineering, M.Tech Mechanical Engineering, B.Tech Civil Engineering Lateral Entry, B.Tech Computer Science and Engineering Lateral Entry, B.Tech Electronics and Communication Engineering Lateral Entry, B.Tech Information Technology Lateral Entry, B.Tech Mechanical Engineering Lateral Entry",232117.6471,,,,,engineering_india,Barwala,Private
Aringer Anna College Of Engineering And Technology,Tamil Nadu,"BE Civil Engineering, BE Computer Science and Engineering, BE Electrical and Electronics Engineering, BE Electronics and Communication Engineering, BE Mechanical Engineering",130000,,,,,engineering_india,Sriperumbudur,Private
Swami Krishnajivandasji Institute Of Technology,Gujarat,"Diploma in Mechanical Engineering, Diploma in Civil Engineering, Diploma in Automobile Engineering, Diploma in Computer Science and Engineering",90000,,,,,engineering_india,Hansalpur,Private
Nr Vekaria Institute Of Technology,Gujarat,"Diploma in Mechanical Engineering, Diploma in Automobile Engineering, Diploma in Civil Engineering, Diploma in Computer Engineering, Diploma in Electrical Engineering, Diploma in Electronics and Communication Engineering, Diploma in Information Technology",120000,,,,,engineering_india,Junagadh,Private
Vishweshwarayya Abhiyantriki Padvika Mahavidyalaya,Maharashtra,"Diploma in Civil Engineering, Diploma in Civil Engineering II Shift, Diploma in Computer Engineering, Diploma in Electrical Engineering, Diploma in Electronics and Telecommunication Engineering, Diploma in Mechanical Engineering, Diploma in Electronics and Telecommunication Engineering II Shift",127000,,,,,engineering_india,Almala,Private
Central Institute Of Plastics Engineering And Technology,Manipur,"Diploma in Plastics Technology, Post Graduate Diploma in Plastics Processing and Testing, Diploma in Plastics Mould Technology, Post Diploma in Plastic Mould Design with CAD CAM",62950,,,,,engineering_india,Imphal,Public/Government
The Kavery Institute Of Technology,Tamil Nadu,"Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Mechanical Engineering Tool and Die, Diploma in Civil Engineering",90000,,,,,engineering_india,Salem,Private
Blue Mountains Group Of Colleges,Uttarakhand,"Diploma in Automobile Engineering, Diploma in Civil Engineering, Diploma in Electronics and Communication Engineering, Diploma in Hotel Management and Catering Technology, Diploma in Electrical Engineering, Diploma in Mechanical Engineering",109000,,,,,engineering_india,Danda Dhoran,Private
Mahaveer Institute Of Technology,Uttar Pradesh,"Diploma in Civil Engineering, Diploma in Mechanical Production Engineering, Diploma in Electrical Engineering, Diploma in Mechanical Automobile Engineering",84000,,,,,engineering_india,Allahabad,Private
Sardar Kewal Singh Group Of Institutes,Haryana,"MBA, Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Automobile Engineering, Diploma in Computer Engineering, Diploma in Electrical Engineering, Diploma in Electronics and Communication Engineering, B.Ed, BBA",90875,,,,,engineering_india,Kurukshetra,Private
Psn Institute Of Technology,Tamil Nadu,"Diploma in Mechanical Engineering, Diploma in Automobile Engineering, Diploma in Civil Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Mechanical Sandwich Engineering, Diploma in Computer Engineering, Diploma in Electronics and Communication Engineering, Diploma in Mechanical Tool and Die Engineering",75000,,,,,engineering_india,Kanyakumari,Private
Devi Mahalaxmi Polytechnic College,Maharashtra,"Diploma in Civil Engineering, Diploma in Computer Engineering, Diploma in Electrical Engineering, Diploma in Electronics and Telecommunication Engineering, Diploma in Mechanical Engineering, Diploma in Information Technology",139000,,,,,engineering_india,Thane,Private
Shankarrao Dhawad Polytechnic,Maharashtra,"Diploma in Electrical Engineering, Diploma in Mechanical Engineering, Diploma in Computer Technology, Diploma in Electronics and Telecommunication Engineering, Diploma in Information Technology",124000,,,,,engineering_india,Nagpur,Private
Yd Mane Institute Of Technology,Maharashtra,"Diploma in Mechanical Engineering, Diploma in Civil Engineering, Diploma in Computer Engineering, Diploma in Electrical Engineering, Diploma in Electronics and Telecommunication Engineering, Diploma in Automobile Engineering",154000,,,,,engineering_india,Kagal,Private
Shri Sai Polytechnic College,Maharashtra,"Diploma in Civil Engineering, Diploma in Computer Engineering, Diploma in Electrical Engineering, Diploma in Electronics and Telecommunication Engineering, Diploma in Mechanical Engineering, Diploma in Medical Laboratory Technology, Diploma in Civil Engineering II Shift, Diploma in Electrical Engineering II Shift, Diploma in Mechanical Engineering II Shift",139000,,,,,engineering_india,Chandrapur,Private
Sau Shantidevi Chavan Institute Of Engineering And Technology Polytechnic,Maharashtra,"Diploma in Mechanical Engineering, Diploma in Civil Engineering, Diploma in Computer Engineering, Diploma in Electronics and Telecommunication Engineering",67170,,,,,engineering_india,Ranjangaon,Private
Brahma Valley College Of Technical Education,Maharashtra,"Diploma in Mechanical Engineering, Diploma in Civil Engineering, Diploma in Computer Technology, Diploma in Electrical Engineering, Diploma in Electronics and Telecommunication Engineering",173000,,,,,engineering_india,Nashik,Private
Shatabdi Institute Of Technology,Maharashtra,"Diploma in Civil Engineering, Diploma in Computer Engineering, Diploma in Electrical Engineering, Diploma in Electronics and Telecommunication Engineering, Diploma in Mechanical Engineering",112000,,,,,engineering_india,Shenit,Private
Vidarbha Youth Welfare Society'S Polytechnic,Maharashtra,"Diploma in Civil Engineering, Diploma in Civil Engineering II Shift, Diploma in Computer Engineering, Diploma in Electronics and Telecommunication Engineering, Diploma in Mechanical Engineering, Diploma in Mechanical Engineering II Shift",125000,,,,,engineering_india,Mhasala,Private
Mizoram Polytechnic,Mizoram,"Diploma in Civil Engineering, Diploma in Computer Science and Engineering, Diploma in Electrical Engineering, Diploma in Mechanical Engineering",12750,,,,,engineering_india,Lunglei,Public/Government
Puri Engineering School,Odisha,"Diploma in Electrical Engineering, Diploma in Electronics and Telecommunication Engineering, Diploma in Mechanical Engineering, Diploma in Civil Engineering",79800,,,,,engineering_india,Mohanipur,Private
Balasore School Of Engineering,Odisha,"Diploma in Electrical Engineering, Diploma in Mechanical Engineering, Diploma in Civil Engineering, Diploma in Electronics and Telecommunication Engineering, Diploma in Computer Science and Engineering",79800,,,,,engineering_india,Balasore,Private
Adarsha School Of Engineering And International Polytechnic,Odisha,"Diploma in Mechanical Engineering, Diploma in Civil Engineering, Diploma in Electrical Engineering, Diploma in Mining Engineering, Diploma in Civil Engineering Part Time, Diploma in Electrical Engineering Part Time, Diploma in Mechanical Engineering Part Time, Diploma in Mining Engineering Part Time, Diploma in Computer Science and Engineering, Diploma in Electronics and Telecommunication Engineering",82000,,,,,engineering_india,Angul,Private
Kalam Institute Of Technology Polytechnic,Odisha,"Diploma in Civil Engineering, Diploma in Electrical Engineering, Diploma in Mechanical Engineering, Diploma in Electronics and Telecommunication Engineering",79500,,,,,engineering_india,Jaganathapur,Private
Sidharth Institute Of Engineering And Technology,Odisha,"Diploma in Mechanical Engineering, Diploma in Civil Engineering, Diploma in Electrical Engineering",79500,,,,,engineering_india,Koraput,Private
Guntupalli Venkateswarlu Memorial Polytechnic,Andhra Pradesh,"Diploma in Civil Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Mechanical Engineering, Diploma in Computer Engineering",46500,,,,,engineering_india,Parchoor,Private
Tvr Polytechnic College,Andhra Pradesh,"Diploma in Electrical and Electronics Engineering, Diploma in Mechanical Engineering, Diploma in Civil Engineering, Diploma in Computer Science Engineering, Diploma in Electronics and Communication Engineering",46800,,,,,engineering_india,Pattangi,Private
Balajee Polytechnic College,Andhra Pradesh,"Diploma in Electrical and Electronics Engineering, Diploma in Mechanical Engineering, Diploma in Civil Engineering, Diploma in Computer Science Engineering, Diploma in Electronics and Communication Engineering",46500,,,,,engineering_india,T.K.Seetharama Puram,Private
Swamy Vivekananda Polytechnic,Andhra Pradesh,"Diploma in Civil Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Mechanical Engineering",46500,,,,,engineering_india,Vakadavalasa,Private
Smt Tamma Kotamma Reddy Polytechnic,Andhra Pradesh,"Diploma in Computer Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering",45000,,,,,engineering_india,Pamarru,Private
Tippu Shaheed Institute Of Technology,Karnataka,"Diploma in Automobile Engineering, Diploma in Civil Engineering, Diploma in Electronics and Communication Engineering, Diploma in Mechanical Engineering, Diploma in Computer Science and Engineering, Diploma in Electrical and Electronics Engineering",22290,,,,,engineering_india,Hubli,Private
Set Polytechnic,Karnataka,"Diploma in Mechanical Engineering, Diploma in Electronics and Communication Engineering, Diploma in Civil Engineering, Diploma in Computer Science Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Information Science and Engineering",32250,,,,,engineering_india,Melukote,Private
Bt Patil And Sons Polytechnic,Karnataka,"Diploma in Computer Science Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Mechanical Engineering, Diploma in Civil Engineering",32250,,,,,engineering_india,Nipani,Private
Cb Kolli Polytechnic,Karnataka,"Diploma in Civil Engineering, Diploma in Computer Science and Engineering, Diploma in Electronics and Communication Engineering, Diploma in Information Science and Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering",32340,,,,,engineering_india,Haveri,Private
Kv Polytechnic,Karnataka,"Diploma in Civil Engineering, Diploma in Computer Science and Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Mechanical Engineering",38490,,,,,engineering_india,Ranebennur,Private
Ghousia Polytechnic For Women,Karnataka,"Diploma in Computer Science Engineering, Diploma in Electronics and Communication Engineering, Diploma in Apparel Design and Fashion Technology, Diploma in Information Science, Diploma in Civil Engineering, Diploma in Mechatronics Engineering",48000,,,,,engineering_india,Bengaluru,Private
Sjvp Polytechnic,Karnataka,"Diploma in Civil Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Mechanical Engineering",32250,,,,,engineering_india,Harihar,Private
Rajeev Polytechnic,Karnataka,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Civil Engineering II Shift, Diploma in Computer Science and Engineering, Diploma in Mechanical Engineering II Shift, Diploma in Mechatronics",38490,,,,,engineering_india,Hassan,Private
Hanagal Sri Kumareshwara Polytechnic,Karnataka,"Diploma in Electrical and Electronics Engineering, Diploma in Mechanical Engineering, Diploma in Civil Engineering, Diploma in Computer Science and Engineering, Diploma in Electronics and Communication Engineering, Diploma in Metallurgy Engineering, Diploma in Apparel Design and Fabrication Technology",32250,,,,,engineering_india,Ballari,Private
Aryabharathi Polytechnic,Karnataka,"Diploma in Civil Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Mechanical Engineering, Diploma in Apparel Design and Fabrication Technology, Diploma in Automobile Engineering, Diploma in Computer Science and Engineering",32250,,,,,engineering_india,Tumakuru,Private
Rn Shetty Rural Polytechnic,Karnataka,"Diploma in Civil Engineering, Diploma in Computer Science and Engineering, Diploma in Electronics and Communication Engineering, Diploma in Mechanical Engineering, Diploma in Automobile Engineering, Diploma in Ceramic Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Mechatronics Engineering",32047.5,,,,,engineering_india,Murdeshwar,Private
Hke Society'S Polytechnic,Karnataka,"Diploma in Civil Engineering, Diploma in Computer Science and Engineering, Diploma in Electronics and Communication Engineering, Diploma in Mechanical Engineering, Diploma in Textile Technology",12810,,,,,engineering_india,Yermarus,Private
Bvvs Sr Vastrad Rural Polytechnic,Karnataka,"Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Civil Engineering, Diploma in Computer Science and Engineering, Diploma in Textile Technology",31380,,,,,engineering_india,Guledagudda,Public/Government
Kempegowda Memorial Polytechnic,Karnataka,"Diploma in Electronics and Communication Engineering, Diploma in Mechanical Engineering, Diploma in Civil Engineering, Diploma in Computer Science and Engineering, Diploma in Electrical and Electronics Engineering",38400,,,,,engineering_india,Tumakuru,Private
Santosh N Darade Polytechnic,Maharashtra,"Diploma in Civil Engineering, Diploma in Electrical Engineering, Diploma in Mechanical Engineering, Diploma in Computer Engineering, Diploma in Electronics and Telecommunication Engineering",150000,,,,,engineering_india,Bhatgaon,Private
Chhatrapati Shivaji Polytechnic,Maharashtra,"Diploma in Automobile Engineering, Diploma in Civil Engineering, Diploma in Electrical Engineering, Diploma in Information Technology, Diploma in Mechanical Engineering",120000,,,,,engineering_india,Vaduj,Private
Vasantrao More Polytechnic,Maharashtra,"Diploma in Mechanical Engineering, Diploma in Electrical Engineering, Diploma in Computer Engineering, Diploma in Electronics and Telecommunication Engineering",96690,,,,,engineering_india,Parola,Private
Nanasaheb Mahadik Polytechnic Institute,Maharashtra,"Diploma in Mechanical Engineering, Diploma in Civil Engineering, Diploma in Computer Engineering, Diploma in Electrical Engineering, Diploma in Electronics and Telecommunication Engineering",126000,,,,,engineering_india,Peth,Private
Md Jadhav Institute Of Technology,Maharashtra,"Diploma in Mechanical Engineering, Diploma in Civil Engineering, Diploma in Electrical Engineering, Diploma in Computer Engineering, Diploma in Electronics and Telecommunication Engineering",159000,,,,,engineering_india,Patgaon,Private
Shri Balasaheb Mane Shikshan Prasarak Mandal Ashokrao Mane Polytechnic,Maharashtra,"Diploma in Civil Engineering, Diploma in Electrical Engineering, Diploma in Mechanical Engineering, Diploma in Electronics and Telecommunication Engineering",90600,,,,,engineering_india,Vadgaon Kasba,Private
Vamanrao Ithape Polytechnic,Maharashtra,"Diploma in Civil Engineering, Diploma in Computer Technology, Diploma in Electrical Engineering, Diploma in Mechanical Engineering, Diploma in Civil Engineering II Shift, Diploma in Electronics and Telecommunication Engineering, Diploma in Mechanical Engineering II Shift",159000,,,,,engineering_india,Sangamner,Private
Shri Shivajirao Deshmukh Institute Of Technology,Maharashtra,"Diploma in Civil Engineering, Diploma in Computer Engineering, Diploma in Electronics and Telecommunication Engineering, Diploma in Mechanical Engineering",92467.5,,,,,engineering_india,Shirala,Private
Matoshri Institute Of Technology,Maharashtra,"Diploma in Electrical Engineering, Diploma in Mechanical Engineering, Diploma in Civil Engineering, Diploma in Computer Engineering, Diploma in Electronics and Telecommunication Engineering",129000,,,,,engineering_india,Dhanore,Private
Guru Sai Polytechnic,Maharashtra,"Diploma in Civil Engineering, Diploma in Computer Engineering, Diploma in Electrical Engineering, Diploma in Electronics and Telecommunication Engineering, Diploma in Mechanical Engineering, Diploma in Mining and Mine Surveying",138000,,,,,engineering_india,Datala,Private
Vasavi Polytechnic,Andhra Pradesh,"Diploma in Civil Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Mechanical Engineering",44700,,,,,engineering_india,Mittapalle,Private
Nuzvid Polytechnic,Andhra Pradesh,"Diploma in Civil Engineering, Diploma in Computer Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Mechanical Engineering",46800,,,,,engineering_india,Hanumanthunigudem,Private
Chundi Ranganayakulu Polytechnic,Andhra Pradesh,"Diploma in Civil Engineering, Diploma in Civil Engineering II Shift, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Mechanical Engineering, Diploma in Computer Engineering, Diploma in Mechanical Engineering II Shift, Diploma in Electrical and Electronics Engineering II Shift, Diploma in Electronics and Communication Engineering II Shift",44700,,,,,engineering_india,Chilakaluripet,Private
Bhulabhai Vanmalibhai Patel Institute Of Technology Diploma Studies,Gujarat,"Diploma in Civil Engineering, Diploma in Electrical Engineering, Diploma in Mechanical Engineering, Diploma in Architectural Assistantship, Diploma in Automobile Engineering",150000,,,,,engineering_india,Surat,Private
Sarvoday Polytechnic Institute,Gujarat,"Diploma in Mechanical Engineering, Diploma in Electronics and Communication Engineering, Diploma in Civil Engineering, Diploma in Civil Engineering II Shift, Diploma in Computer Engineering, Diploma in Computer Engineering II Shift, Diploma in Electrical Engineering, Diploma in Electrical Engineering II Shift, Diploma in Electronics and Communication Engineering II Shift, Diploma in Mechanical Engineering II Shift",90000,,,,,engineering_india,Bhalgamda,Private
Christ Polytechnic Institute,Gujarat,"Diploma in Automobile Engineering, Diploma in Computer Engineering, Diploma in Electrical Engineering, Diploma in Electronics and Communication Engineering, Diploma in Instrumentation and Control Engineering, Diploma in Mechanical Engineering, Diploma in Mechanical Engineering II Shift",123000,,,,,engineering_india,Rajkot,Private
