job_title,education_level,years_experience,salary,country,company,location,job_roles
Senior Software Development Engineer (Senior Sde),,,2600000.0,,OnlineSales.ai,Pune,
"Software Development Engineering, Analyst",,,1400000.0,,Fiserv,Pune,
Software Development Engineer -1,,,1800000.0,,MindTickle,Pune,
Pmts Software Development Engineer,,,200000.0,,Oracle,Pune,
Pmts Software Development Engineer,,,2900000.0,,Oracle Engineering Group,Pune,
"Software Development Engineering, Trainee",,,400000.0,,Pankaj Jadhao,Pune,
"Software Development Engineering, Trainee",,,300000.0,,Fiserv,Pune,
Software Engineer Research And Development,,,600000.0,,Resilinc,Pune,
Applications/Software Development/Support Or Engineer,,,2400000.0,,Florida East Coast Railway,Pune,
Software Development Engineer - Iii,,,1400000.0,,Ansys,Pune,
Software Tools Development Engineer,,,1200000.0,,NVIDIA,Pune,
Trainee Engineer Â Software Development,,,600000.0,,Onit,Pune,
Software Development Engineer In Test Level Iii,,,744000.0,,Wolters Kluwer,Pune,
"Engineer - I, Embedded Software Development",,,600000.0,,Emerson,Pune,
Software Engineer Web Development,,,700000.0,,Talentica,Pune,
Software Development Engineer In Test Functional,,,1200000.0,,iNetFrame Technologies,Pune,
"Software Engineer, Product Development (Web Ui Developer)",,,900000.0,,Globant,Pune,
Technical Lead - Software Development Engineer In Test,,,1400000.0,,UST,Pune,
Software Development Engineer Trainee I,,,300000.0,,Fiserv,Pune,
Software Development Engineer - Process Automation,,,300000.0,,Sungard Availability Services,Pune,
Senior Test Engineer - Software Development Engineer In Test,,,700000.0,,Mindtree,Pune,
Test Engineer,,,1104000.0,,Infosys,Hyderabad,
Test Engineer,,,200000.0,,Cigniti Inc.,Hyderabad,
Test Engineer,,,200000.0,,Wipro,Hyderabad,
Test Engineer,,,200000.0,,Tata Consultancy Services,Hyderabad,
Test Engineer,,,200000.0,,ZenQ,Hyderabad,
Test Engineer,,,400000.0,,Ivy,Hyderabad,
Test Engineer,,,200000.0,,Accenture,Hyderabad,
Test Engineer,,,300000.0,,Tech Mahindra,Hyderabad,
Test Engineer,,,300000.0,,AVEVA,Hyderabad,
Test Engineer,,,400000.0,,Capgemini,Hyderabad,
Test Engineer,,,888000.0,,Test,Hyderabad,
Test Engineer,,,200000.0,,Cognizant Technology Solutions,Hyderabad,
Test Engineer,,,200000.0,,HCL Technologies,Hyderabad,
Test Engineer,,,180000.0,,Pole To Win,Hyderabad,
Test Engineer,,,200000.0,,Wipro Technologies,Hyderabad,
Test Engineer,,,500000.0,,UnitedHealth Group,Hyderabad,
Test Engineer,,,300000.0,,Prolifics,Hyderabad,
Test Engineer,,,100000.0,,CGI,Hyderabad,
Test Engineer,,,100000.0,,IBM,Hyderabad,
Test Engineer,,,100000.0,,Oracle,Hyderabad,
Test Engineer,,,200000.0,,ValueLabs,Hyderabad,
Test Engineer - Contractor,,,200000.0,,Pole To Win,Hyderabad,
Test Engineer,,,100000.0,,DXC Technology,Hyderabad,
Test Engineer,,,100000.0,,CSC,Hyderabad,
Test Engineer,,,100000.0,,Teradata,Hyderabad,
Test Engineer,,,200000.0,,Optum,Hyderabad,
Test Engineer,,,300000.0,,Marquistech,Hyderabad,
Test Engineer,,,400000.0,,Infosys BPM,Hyderabad,
Test Engineer,,,600000.0,,Qvantel,Hyderabad,
Test Engineer,,,180000.0,,Fresher,Hyderabad,
Test Engineer,,,200000.0,,TCS,Hyderabad,
Test Engineer,,,200000.0,,Birlasoft,Hyderabad,
Test Engineer,,,100000.0,,Accolite Digital,Hyderabad,
Test Engineer,,,600000.0,,Google,Hyderabad,
Test Engineer,,,300000.0,,Qualcomm,Hyderabad,
Test Engineer,,,500000.0,,A&A Innovative Solutions,Hyderabad,
Test Engineer,,,600000.0,,EdgeVerve Systems,Hyderabad,
Test Engineer,,,400000.0,,TES Engineering,Hyderabad,
Test Engineer,,,180000.0,,Tester Work,Hyderabad,
Test Engineer,,,200000.0,,Enhops,Hyderabad,
Test Engineer,,,300000.0,,mroads,Hyderabad,
Test Engineer,,,100000.0,,IMImobile,Hyderabad,
Test Engineer,,,100000.0,,Deloitte,Hyderabad,
Test Engineer,,,192000.0,,Pervacio,Hyderabad,
Test Engineer,,,1000000.0,,DBS Bank,Hyderabad,
Test Engineer,,,300000.0,,Memorex,Hyderabad,
Test Engineer,,,900000.0,,Optum Global Solutions,Hyderabad,
Test Engineer,,,300000.0,,vSplash Techlabs,Hyderabad,
Test Engineer,,,684000.0,,Kony,Hyderabad,
Test Engineer,,,800000.0,,Franklin Templeton Investments,Hyderabad,
Test Engineer - Contractor,,,500000.0,,Tech Mahindra,Hyderabad,
Test Engineer,,,500000.0,,Yash Technologies,Hyderabad,
Test Engineer,,,300000.0,,Netxcell,Hyderabad,
Test Engineer,,,300000.0,,test,Hyderabad,
Test Engineer,,,600000.0,,ValueMomentum,Hyderabad,
Test Engineer,,,100000.0,,TecFinics,Hyderabad,
Test Engineer,,,132000.0,,VotaryTech,Hyderabad,
Test Engineer,,,500000.0,,UV Infratech Systems,Hyderabad,
Test Engineer - Contractor,,,200000.0,,Infosys,Hyderabad,
Test Engineer,,,972000.0,,ADP,Hyderabad,
Test Engineer,,,300000.0,,Wipro,Hyderabad,
Test Engineer,,,1000000.0,,TIBCO Software,Hyderabad,
Test Engineer Contractor,,,576000.0,,Deloitte,Hyderabad,
Test Engineer,,,300000.0,,People Link Unified Communications,Hyderabad,
Test Engineer,,,100000.0,,Tata Consultancy Services,Hyderabad,
Test Engineer,,,540000.0,,Mahindra Satyam,Hyderabad,
Test Engineer,,,300000.0,,Fresher,Hyderabad,
Test Engineer,,,500000.0,,Broadridge,Hyderabad,
Test Engineer,,,500000.0,,Anonymous Content,Hyderabad,
Test Engineer,,,200000.0,,QO-BOX,Hyderabad,
Test Engineer - Contractor,,,300000.0,,Test,Hyderabad,
Test Engineer,,,300000.0,,Rythmos,Hyderabad,
Test Engineer,,,312000.0,,AGS Infotech limited,Hyderabad,
Test Engineer,,,700000.0,,Planon,Hyderabad,
Test Engineer,,,432000.0,,NCR,Hyderabad,
Test Engineer,,,400000.0,,Freelancer,Hyderabad,
Test Engineer - Intern,,,100000.0,,Test,Hyderabad,
Test Engineer,,,300000.0,,V-Soft Consulting Group,Hyderabad,
Test Engineer,,,288000.0,,Volante Technologies,Hyderabad,
Test Engineer,,,400000.0,,Attra,Hyderabad,
Test Engineer,,,120000.0,,Test,Hyderabad,
Test Engineer,,,144000.0,,Aditya Enterprises,Hyderabad,
Test Engineer,,,204000.0,,Dhatri Info Solutions,Hyderabad,
Test Engineer,,,120000.0,,XYZ (Turkey),Hyderabad,
Test Engineer,,,800000.0,,Pactera,Hyderabad,
Test Engineer,,,400000.0,,Artha Net Support Centre,Hyderabad,
Test Engineer,,,200000.0,,Agility,Hyderabad,
Test Engineer,,,540000.0,,Smarts Choice It Technologies Solutions,Hyderabad,
Test Engineer,,,500000.0,,Promaestro Techsource,Hyderabad,
Test Engineer,,,200000.0,,Intertek,Hyderabad,
Test Engineer,,,400000.0,,Infor,Hyderabad,
Test Engineer,,,700000.0,,Object Technology Solutions India,Hyderabad,
Test Engineer,,,900000.0,,ABC,Hyderabad,
Test Engineer,,,984000.0,,Launchship Technology Solutions,Hyderabad,
Test Engineer,,,500000.0,,Planit,Hyderabad,
Test Engineer,,,400000.0,,Choice Solutions (India),Hyderabad,
Test Engineer,,,84000.0,,Ojas Innovative Technologies,Hyderabad,
Test Engineer,,,600000.0,,DLT Labs,Hyderabad,
Test Engineer,,,300000.0,,Kenra Technologies,Hyderabad,
Test Engineer,,,300000.0,,XTGlobal,Hyderabad,
Test Engineer,,,348000.0,,Black Knight,Hyderabad,
Test Engineer,,,500000.0,,Agility E Services,Hyderabad,
Test Engineer,,,400000.0,,TestingXperts,Hyderabad,
Test Engineer,,,200000.0,,GSS Infotech,Hyderabad,
Test Engineer,,,200000.0,,Dell Technologies,Hyderabad,
Test Engineer,,,400000.0,,Infosys,Hyderabad,
Test Engineer,,,336000.0,,Jiva Infotech,Hyderabad,
Test Engineer,,,600000.0,,Carrier,Hyderabad,
Test Engineer,,,1176000.0,,T&T SISTEMAS BRASIL,Hyderabad,
Test Engineer,,,500000.0,,ESmob Technologies,Hyderabad,
Test Engineer,,,204000.0,,SEC Newgate,Hyderabad,
Test Engineer,,,500000.0,,Euclid Innovations,Hyderabad,
Test Engineer,,,209088.0,,Unemployed Help Centre,Hyderabad,
Test Engineer,,,288000.0,,Google,Hyderabad,
Test Engineer - Contractor,,,200000.0,,Raja technical solutions,Hyderabad,
Test Engineer - Contractor,,,400000.0,,Mphasis,Hyderabad,
Test Engineer,,,600000.0,,Analytics Vidhya,Hyderabad,
Test Engineer,,,500000.0,,DynPro,Hyderabad,
Test Engineer,,,400000.0,,Ficosa,Hyderabad,
Test Engineer,,,300000.0,,Erwin Pearl,Hyderabad,
Test Engineer,,,300000.0,,Ydel Infratech,Hyderabad,
Test Engineer,,,300000.0,,Vinayak Enterprises,Hyderabad,
Test Engineer,,,900000.0,,Compugain,Hyderabad,
Test Engineer,,,800000.0,,SunTrust,Hyderabad,
Test Engineer,,,420000.0,,People Tech Group,Hyderabad,
Test Engineer,,,60000.0,,FlixBus,Hyderabad,
Test Engineer,,,300000.0,,TEST COMPANY _ DO NOT APPLY!,Hyderabad,
Test Engineer,,,200000.0,,Pandora,Hyderabad,
Test Engineer,,,744000.0,,ON Semiconductor,Hyderabad,
Test Engineer,,,1500000.0,,HCL Global Systems,Hyderabad,
Test Engineer,,,276000.0,,Securifi Embedded Systems,Hyderabad,
Test Engineer - Contractor,,,600000.0,,ATEM software,Hyderabad,
Test Engineer,,,2000000.0,,Virtual Employee,Hyderabad,
Test Engineer,,,800000.0,,J.P. Morgan,Hyderabad,
Test Engineer,,,700000.0,,SBS Corporation,Hyderabad,
Test Engineer,,,600000.0,,Reliance Communications,Hyderabad,
Test Engineer,,,700000.0,,Rapiscan Systems,Hyderabad,
Test Engineer,,,500000.0,,L&T Technology Services,Hyderabad,
Test Engineer,,,100000.0,,Test,Hyderabad,
Test Engineer,,,400000.0,,mFino,Hyderabad,
Test Engineer,,,564000.0,,Infosys,Hyderabad,
Test Engineer,,,400000.0,,Naresh Kumar & Co.,Hyderabad,
Test Engineer,,,240000.0,,DWP Global,Hyderabad,
Test Engineer,,,300000.0,,Mitratech,Hyderabad,
Test Engineer,,,600000.0,,Oracle,Hyderabad,
Test Engineer,,,468000.0,,CTS International,Hyderabad,
Test Engineer,,,1100000.0,,ABB,Hyderabad,
Test Engineer,,,900000.0,,AMD,Hyderabad,
Test Engineer,,,200000.0,,Harsha,Hyderabad,
Test Engineer,,,300000.0,,Keysoft Infotech Solutions,Hyderabad,
Test Engineer,,,408000.0,,Endpoint Clinical,Hyderabad,
Test Engineer,,,800000.0,,OpenText,Hyderabad,
Test Engineer,,,400000.0,,Agon IT Solutions,Hyderabad,
Test Engineer - Contractor,,,400000.0,,Techouts,Hyderabad,
Test Engineer,,,900000.0,,Arunkumar Ganji,Hyderabad,
Test Engineer,,,300000.0,,Virat Solutions,Hyderabad,
Test Engineer,,,400000.0,,Sonata Software,Hyderabad,
Test Engineer,,,400000.0,,Nivass IT Solutions,Hyderabad,
Test Engineer,,,400000.0,,Sunera Technologies,Hyderabad,
Test Engineer,,,200000.0,,ASEF,Hyderabad,
Test Engineer,,,400000.0,,Profarma Specialty,Hyderabad,
Test Engineer,,,400000.0,,INFOSUN TECHNOLOGY,Hyderabad,
Test Engineer,,,1500000.0,,NatWest Group,Hyderabad,
Test Engineer,,,400000.0,,Speck Systems,Hyderabad,
Test Engineer,,,840000.0,,LTI,Hyderabad,
Test Engineer,,,180000.0,,Celikon Impex,Hyderabad,
Test Engineer,,,300000.0,,W3Softech India,Hyderabad,
Test Engineer,,,500000.0,,Cenduit,Hyderabad,
Test Engineer - Contractor,,,300000.0,,TestingXperts,Hyderabad,
Test Engineer,,,1000000.0,,Zen3 Info Solutions,Hyderabad,
Test Engineer,,,612000.0,,DISYS,Hyderabad,
Test Engineer,,,972000.0,,ACS Solutions,Hyderabad,
Test Engineer,,,700000.0,,Yes Bank,Hyderabad,
Test Engineer,,,300000.0,,SGIPL,Hyderabad,
Test Engineer - Contractor,,,600000.0,,Venkat Associates,Hyderabad,
Test Engineer,,,400000.0,,Mindtree,Hyderabad,
Test Engineer - Contractor,,,300000.0,,GlobalLogic,Hyderabad,
Test Engineer,,,600000.0,,Capgemini Invent,Hyderabad,
Test Engineer,,,300000.0,,PykUpz Technologies,Hyderabad,
Test Engineer,,,500000.0,,Encore Techno Systems,Hyderabad,
Test Engineer,,,300000.0,,CMS IT services,Hyderabad,
Test Engineer,,,144000.0,,MicroSpark Software Solutions,Hyderabad,
Test Engineer,,,588000.0,,SplashBI,Hyderabad,
Test Engineer - Contractor,,,1800000.0,,RLabs Enterprise Services,Hyderabad,
Test Engineer,,,120000.0,,Savart,Hyderabad,
Test Engineer,,,400000.0,,lucy jammi,Hyderabad,
Test Engineer,,,700000.0,,Witlance,Hyderabad,
Test Engineer,,,200000.0,,Way2Online,Hyderabad,
Test Engineer,,,432000.0,,Rupa,Hyderabad,
Test Engineer,,,900000.0,,PurpleTalk,Hyderabad,
Test Engineer,,,900000.0,,ADTRAN,Hyderabad,
Test Engineer,,,156000.0,,Solvent Software Solutions,Hyderabad,
Test Engineer,,,800000.0,,ROHIT KUMAR MODI,Hyderabad,
Test Engineer,,,400000.0,,Catalog IT Solutions,Hyderabad,
Test Engineer,,,180000.0,,Xportsoft Technologies,Hyderabad,
Test Engineer,,,500000.0,,Tech Mahindra,Hyderabad,
Test Engineer - Intern,,,500000.0,,Educational Testing Service,Hyderabad,
Test Engineer,,,700000.0,,Qentelli,Hyderabad,
Test Engineer,,,288000.0,,ABC,Hyderabad,
Test Engineer,,,300000.0,,Bandi Akhil,Hyderabad,
Test Engineer,,,700000.0,,DHL Express,Hyderabad,
Test Engineer - Intern,,,564000.0,,EPAM Systems,Hyderabad,
Test Engineer,,,300000.0,,transkwik,Hyderabad,
Test Engineer,,,312000.0,,Teletext,Hyderabad,
Test Engineer,,,780000.0,,Atos,Hyderabad,
Test Engineer,,,312000.0,,OPPO,Hyderabad,
Test Engineer,,,228000.0,,Catalog IT Solutions,Hyderabad,
Test Engineer,,,400000.0,,HSBC,Hyderabad,
Test Engineer,,,1500000.0,,"AAA Northern California, Nevada & Utah",Hyderabad,
Test Engineer,,,588000.0,,Educational Testing Service,Hyderabad,
Test Engineer,,,300000.0,,Oremus,Hyderabad,
Test Engineer,,,480000.0,,Ebix,Hyderabad,
Test Engineer,,,480000.0,,Cygilant,Hyderabad,
Test Engineer,,,500000.0,,FX ABS Software Solutions,Hyderabad,
Test Engineer,,,312000.0,,Veritas Soft Solutions,Hyderabad,
Test Engineer - Contractor,,,300000.0,,Sudarshan Chemical Industries,Hyderabad,
Test Engineer,,,400000.0,,ClicQA,Hyderabad,
Test Engineer,,,600000.0,,Magna Infotech,Hyderabad,
Test Engineer,,,240000.0,,Chandusoft Technologies,Hyderabad,
Test Engineer,,,264000.0,,Pavan,Hyderabad,
Test Engineer,,,700000.0,,Object Technology Solutions,Hyderabad,
Test Engineer,,,100000.0,,Five Axioms,Hyderabad,
Test Engineer,,,800000.0,,Metanoia Software Solutions,Hyderabad,
Test Engineer - Contractor,,,200000.0,,Marquistech,Hyderabad,
Test Engineer,,,600000.0,,Kore.ai,Hyderabad,
Test Engineer,,,300000.0,,Inus Technologies (India),Hyderabad,
Test Engineer,,,300000.0,,YV Technologies,Hyderabad,
Test Engineer,,,5200000.0,,Sheetal Kumar & Associates,Hyderabad,
Test Engineer,,,252000.0,,Accentuate IT Solutions,Hyderabad,
Test Engineer,,,500000.0,,Virtusa,Hyderabad,
Test Engineer,,,300000.0,,Staffio HR,Hyderabad,
Test Engineer,,,300000.0,,Krishna Maruti Group,Hyderabad,
Test Engineer,,,200000.0,,Enneas,Hyderabad,
Test Engineer,,,100000.0,,Right at Home,Hyderabad,
Test Engineer,,,228000.0,,Shree Ganesh Jewellery,Hyderabad,
Test Engineer,,,700000.0,,Athena Global Technologies,Hyderabad,
Test Engineer,,,800000.0,,Vinayaka Global Services,Hyderabad,
Test Engineer,,,500000.0,,3i Infotech,Hyderabad,
Test Engineer,,,500000.0,,TollPlus,Hyderabad,
Test Engineer,,,600000.0,,Conduent,Hyderabad,
Test Engineer,,,400000.0,,Capgemini Engineering,Hyderabad,
Test Engineer,,,600000.0,,Apollo Hospitals,Hyderabad,
Test Engineer,,,200000.0,,Shabab Restaurant,Hyderabad,
Test Engineer,,,972000.0,,Hexaware Technologies,Hyderabad,
Test Engineer,,,216000.0,,Infoshare Systems,Hyderabad,
Test Engineer,,,300000.0,,IBM,Hyderabad,
Test Engineer,,,100000.0,,Marvin Test Solutions,Hyderabad,
Test Engineer - Contractor,,,500000.0,,Schneider Electric,Hyderabad,
Test Engineer,,,300000.0,,S2 Tech,Hyderabad,
Test Engineer,,,360000.0,,None Such Farm,Hyderabad,
Test Engineer - Contractor,,,500000.0,,Handsyys Software Technologies,Hyderabad,
Test Engineer,,,252000.0,,E-Ring,Hyderabad,
Test Engineer,,,600000.0,,Capella Systems,Hyderabad,
Test Engineer,,,4300000.0,,ACSESTECH,Hyderabad,
Test Engineer,,,168000.0,,Tecdatum,Hyderabad,
Test Engineer - Contractor,,,600000.0,,VarTech Systems,Hyderabad,
Test Engineer,,,700000.0,,Venkataramanan Associates,Hyderabad,
Test Engineer,,,264000.0,,EMTAC,Hyderabad,
Test Engineer,,,600000.0,,Mudra Soft Technologies,Hyderabad,
Test Engineer,,,400000.0,,Next Education India,Hyderabad,
Test Engineer - Contractor,,,400000.0,,Sonata Software,Hyderabad,
Test Engineer,,,400000.0,,Fresherworld.com,Hyderabad,
Test Engineer - Contractor,,,700000.0,,Qsource Global Consulting,Hyderabad,
Test Engineer,,,300000.0,,AmpleLogic,Hyderabad,
Test Engineer,,,300000.0,,Unic Sol,Hyderabad,
Test Engineer,,,996000.0,,CDK Global,Hyderabad,
Test Engineer,,,1000000.0,,Honeywell,Hyderabad,
Test Engineer,,,1700000.0,,SOA Software,Hyderabad,
Test Engineer,,,144000.0,,Tribhuvandas Bhimji Zaveri and Sons,Hyderabad,
Test Engineer,,,1300000.0,,MotivityLabs,Hyderabad,
Test Engineer,,,1208064.0,,Bharucha & Partners,Hyderabad,
Test Engineer,,,288000.0,,Graduate Student,Hyderabad,
Test Engineer,,,300000.0,,Serole Technologies,Hyderabad,
Test Engineer,,,400000.0,,Colruyt Group,Hyderabad,
Test Engineer,,,400000.0,,Samsung R&D Institute India - Bangalore,Hyderabad,
Test Engineer Contractor,,,120000.0,,Zolt Info Solutions,Hyderabad,
Test Engineer,,,700000.0,,VMK Software Solutions,Hyderabad,
Test Engineer,,,500000.0,,Indigen Technologies,Hyderabad,
Test Engineer,,,600000.0,,Head Digital Works,Hyderabad,
Test Engineer,,,300000.0,,Sun Icon Systems,Hyderabad,
Test Engineer,,,300000.0,,Netcracker Technology,Hyderabad,
Test Engineer,,,1000000.0,,Tesla,Hyderabad,
Test Engineer,,,948000.0,,Della Group,Hyderabad,
Test Engineer,,,300000.0,,test,Hyderabad,
Test Engineer,,,300000.0,,Bydint IT Solutions,Hyderabad,
Test Engineer Contractor,,,336000.0,,Eximius Tech Innovations,Hyderabad,
Test Engineer,,,300000.0,,Plant Infotech,Hyderabad,
Test Engineer,,,800000.0,,Infineon Technologies,Hyderabad,
Test Engineer,,,204000.0,,Avfuel,Hyderabad,
Test Engineer,,,516000.0,,Tachyon Technologies,Hyderabad,
Test Engineer,,,600000.0,,Sasken,Hyderabad,
Test Engineer,,,1000000.0,,Graco,Hyderabad,
Test Engineer,,,500000.0,,nsjj,Hyderabad,
Test Engineer,,,36000.0,,Infosys BPM,Hyderabad,
Test Engineer,,,1000000.0,,UST,Hyderabad,
Test Engineer,,,200000.0,,ASDA,Hyderabad,
Test Engineer - Contractor,,,600000.0,,TCS,Hyderabad,
Test Engineer,,,912000.0,,RATAN,Hyderabad,
Test Engineer - Contractor,,,228000.0,,AKUNA CAPITAL,Hyderabad,
Test Engineer Contractor,,,600000.0,,Honeywell,Hyderabad,
Test Engineer,,,228000.0,,ejjagiri anil,Hyderabad,
Test Engineer,,,900000.0,,Powerwave Technologies,Hyderabad,
Test Engineer,,,100000.0,,The Oil & Gas Market,Hyderabad,
Test Engineer,,,1000000.0,,Vamana Stores,Hyderabad,
Test Engineer,,,700000.0,,North American Corporation,Hyderabad,
Test Engineer,,,400000.0,,CongnitivZen Technologies,Hyderabad,
Test Engineer,,,200000.0,,Wipro,Hyderabad,
Test Engineer,,,800000.0,,Ramireddy Subbarami Reddy Engineering College,Hyderabad,
Test Engineer,,,400000.0,,Testengeer,Hyderabad,
Test Engineer Contractor,,,324000.0,,Capgemini,Hyderabad,
Test Engineer,,,100000.0,,Big Gig Media,Hyderabad,
Test Engineer - Contractor,,,600000.0,,Inspirage,Hyderabad,
Test Engineer,,,240000.0,,Testengeer,Hyderabad,
Test Engineer,,,600000.0,,Confidential,Hyderabad,
Test Engineer,,,120000.0,,Technium,Hyderabad,
Test Engineer,,,500000.0,,Prolific,Hyderabad,
Test Engineer,,,1100000.0,,NTT DATA,Hyderabad,
Test Engineer,,,500000.0,,Creditsafe Technology,Hyderabad,
Test Engineer,,,1000000.0,,Xtivia,Hyderabad,
Test Engineer,,,192000.0,,TenXLabs Technologies,Hyderabad,
Test Engineer,,,600000.0,,SD Softech,Hyderabad,
Test Engineer,,,100000.0,,ASUS,Hyderabad,
Test Engineer,,,132000.0,,Prashanth Projects,Hyderabad,
Test Engineer,,,500000.0,,Rehlat,Hyderabad,
Test Engineer,,,200000.0,,Qualirede,Hyderabad,
Test Engineer,,,700000.0,,delaPlex,Hyderabad,
Test Engineer Contractor,,,312000.0,,HCL Technologies,Hyderabad,
Test Engineer,,,500000.0,,United Holding Group,Hyderabad,
Test Engineer,,,300000.0,,LOYALTY METHODS,Hyderabad,
Test Engineer,,,840000.0,,JD Sports Fashion,Hyderabad,
Test Engineer,,,1152000.0,,OSI Digital,Hyderabad,
Test Engineer - Contractor,,,900000.0,,NTT DATA,Hyderabad,
Test Engineer,,,100000.0,,Indus Business Systems,Hyderabad,
Test Engineer,,,300000.0,,Tata Consultancy Services,Hyderabad,
Test Engineer,,,400000.0,,Kiran Jewels,Hyderabad,
Test Engineer,,,300000.0,,Shri Mallikarjuna Polytechnic,Hyderabad,
Test Engineer,,,800000.0,,Xius,Hyderabad,
Test Engineer,,,1000000.0,,"ALTRUISTA HEALTH, INC.",Hyderabad,
Test Engineer - Contractor,,,300000.0,,Atos-Syntel,Hyderabad,
Test Engineer Contractor,,,168000.0,,Bharat Petroleum,Hyderabad,
Test Engineer,,,228000.0,,BPK Technology,Hyderabad,
Test Engineer,,,288000.0,,L'Arche,Hyderabad,
Test Engineer,,,312000.0,,ilabz Technology,Hyderabad,
Test Engineer,,,1100000.0,,Fiserv,Hyderabad,
Test Engineer,,,420000.0,,Polaris FT,Hyderabad,
Test Engineer,,,588000.0,,Persistent Systems,Hyderabad,
Test Engineer,,,400000.0,,smartron India,Hyderabad,
Test Engineer,,,200000.0,,Spinsci Technologies,Hyderabad,
Test Engineer,,,156000.0,,Adya,Hyderabad,
Test Engineer,,,696000.0,,Medhimalayas Solutions,Hyderabad,
Test Engineer,,,200000.0,,Zlapch TechStudios,Hyderabad,
Test Engineer,,,204000.0,,Hyderabad Golf Club,Hyderabad,
Test Engineer,,,700000.0,,CTS,Hyderabad,
Test Engineer,,,500000.0,,Payoda,Hyderabad,
Test Engineer,,,276000.0,,DotcomWeavers,Hyderabad,
Test Engineer,,,348000.0,,HighRadius,Hyderabad,
Test Engineer,,,444000.0,,Freshers.com,Hyderabad,
Test Engineer - Intern,,,6600000.0,,KH TEC,Hyderabad,
Test Engineer,,,500000.0,,TradeLeaves,Hyderabad,
Test Engineer,,,600000.0,,Helical IT Solutions,Hyderabad,
Test Engineer,,,96000.0,,Ibase IT,Hyderabad,
Test Engineer,,,300000.0,,Orvito,Hyderabad,
Test Engineer,,,500000.0,,Capella,Hyderabad,
Test Engineer,,,120000.0,,Self Employment & Entrepreneur Development Society,Hyderabad,
Test Engineer,,,576000.0,,Federal Soft Systems,Hyderabad,
Test Engineer,,,500000.0,,Innovative Information Technologies....,Hyderabad,
Test Engineer,,,300000.0,,Amigos Software solutions,Hyderabad,
Test Engineer,,,400000.0,,Arkin Systems,Hyderabad,
Test Engineer,,,700000.0,,Quest Global,Hyderabad,
Test Engineer,,,500000.0,,i-soft software solution,Hyderabad,
Test Engineer - Contractor,,,600000.0,,next,Hyderabad,
Test Engineer Contractor,,,252000.0,,ZenQ,Hyderabad,
Test Engineer,,,400000.0,,Hoopla Interactive Services,Hyderabad,
Test Engineer,,,60000.0,,Artha,Hyderabad,
Test Engineer,,,200000.0,,CognitivZen,Hyderabad,
Test Engineer,,,120000.0,,Snithik,Hyderabad,
Test Engineer - Contractor,,,400000.0,,Sai industries,Hyderabad,
Test Engineer,,,600000.0,,CreditVidya,Hyderabad,
Test Engineer,,,156000.0,,AscarIT Solutions,Hyderabad,
Test Engineer,,,600000.0,,TCS Education,Hyderabad,
Test Engineer,,,1400000.0,,EPAM Systems,Hyderabad,
Test Engineer - Contractor,,,500000.0,,Innominds Software,Hyderabad,
Test Engineer,,,500000.0,,Nektrix,Hyderabad,
Test Engineer,,,72000.0,,asksajsancsa,Hyderabad,
Test Engineer Contractor,,,288000.0,,Access Automation,Hyderabad,
Test Engineer,,,1000000.0,,Veeva Systems,Hyderabad,
Test Engineer,,,700000.0,,CGi,Hyderabad,
Test Engineer,,,576000.0,,Mu Sigma,Hyderabad,
Test Engineer,,,240000.0,,Quadrant Resource,Hyderabad,
Test Engineer,,,228000.0,,Evre,Hyderabad,
Test Engineer - Contractor,,,500000.0,,DXC Technology,Hyderabad,
Test Engineer,,,204000.0,,ABC Companies,Hyderabad,
Test Engineer,,,1900000.0,,Zenoti,Hyderabad,
Test Engineer,,,500000.0,,Cyient,Hyderabad,
Test Engineer Contractor,,,156000.0,,TalentSprint,Hyderabad,
Test Engineer,,,204000.0,,American Red Cross,Hyderabad,
Test Engineer,,,132000.0,,Technitude Services,Hyderabad,
Test Engineer,,,348000.0,,ZenQ,Hyderabad,
Test Engineer,,,132000.0,,Thrymr Software,Hyderabad,
Test Engineer,,,1000000.0,,Raja Software Labs,Hyderabad,
Test Engineer,,,300000.0,,Lovato Gas,Hyderabad,
Test Engineer,,,300000.0,,Wipro,Hyderabad,
Test Engineer,,,600000.0,,Qualcomm Technologies,Hyderabad,
Test Engineer,,,300000.0,,Analogue IT Solutions,Hyderabad,
Test Engineer,,,192000.0,,ABC,Hyderabad,
Test Engineer,,,400000.0,,Grapple Info Solutions,Hyderabad,
Test Engineer,,,400000.0,,Current,Hyderabad,
Test Engineer,,,348000.0,,Ruchiwebsolutions,Hyderabad,
Test Engineer,,,696000.0,,HCL,Hyderabad,
Test Engineer,,,400000.0,,Infosys,Hyderabad,
Test Engineer Contractor,,,288000.0,,Managix Technology and Management Services,Hyderabad,
Test Engineer,,,840000.0,,"Dr. Kongara, Padmaja R Dental Clinic",Hyderabad,
Test Engineer - Intern,,,180000.0,,Infosys,Hyderabad,
Test Engineer,,,300000.0,,ValueMomentum,Hyderabad,
Test Engineer,,,708000.0,,Citi,Hyderabad,
Test Engineer,,,400000.0,,Krishna Consultants,Hyderabad,
Test Engineer,,,200000.0,,KOVVURI BENNU,Hyderabad,
Test Engineer,,,264000.0,,Affine IT Services,Hyderabad,
Test Engineer,,,600000.0,,Synchrony,Hyderabad,
Test Engineer,,,1500000.0,,Digital Guardian,Hyderabad,
Test Engineer,,,200000.0,,Prospect Infosys,Hyderabad,
